Question,Choice,Reviewed,Clean,Answers,Company,Date Created,ID,Position Title,NA Type
General Questions from your resume and some situation based q's.. STAR format,,,,[],Verizon,"Aug 29, 2019",InterviewQuestionResult_4398,Data Analyst,
Most questions about ML and A/B Testing. Eg. how to deal with overfitting,,,,[],Pocket Gems,"Aug 29, 2019",InterviewQuestionResult_4399,Data Analyst,
What projects have you been working on.,,,,['I ran them through my entire data science portfolio on github'],PwC,"Aug 29, 2019",InterviewQuestionResult_1108,Data Engineer,
Not a lot of technical questions,,,,[],Elsen,"Aug 29, 2019",InterviewQuestionResult_1109,Data Engineer,
" Standard questions which you can find online, which I feel they don't demonstrate your problem solving skill. You either know or don't know the right or best answers.",,,,[],HomeLight,"Aug 29, 2019",InterviewQuestionResult_1110,Data Engineer,
" Basics of Object oriented programming, sql",,,,[],Ancestry,"Aug 29, 2019",InterviewQuestionResult_1111,Data Engineer,
Talked through my resume and asked what i've done.,,,,[],Huntington Ingalls Industries,"Aug 28, 2019",InterviewQuestionResult_2577,Data Scientist,
Case study,,,,['Easy analytical interpretation asked with no apt answer'],Crossix Solutions Inc.,"Aug 28, 2019",InterviewQuestionResult_4392,Marketing Data Analyst,
Tell us about one of the recent challenges and problems you have solved as a team member and how you solved it?,,,,[],Uber,"Aug 28, 2019",InterviewQuestionResult_4393,Data Analyst,
Presented required skills from job posting and asked how I met them.,,,,[],State of Oregon,"Aug 28, 2019",InterviewQuestionResult_4394,Research Data Analyst,
Question on Diversity in the workplace - what it means and why it's important.,,,,[],State of Oregon,"Aug 28, 2019",InterviewQuestionResult_4395,Research Data Analyst,
" Asked about a challenging coworker. Asked about a challenging project, etc.",,,,[],State of Oregon,"Aug 28, 2019",InterviewQuestionResult_4396,Research Data Analyst,
One with director about basic information about resume and what bank ozk is doing. Another one with manager and senior. Mostly they are focused on resume and related industry experience and some technical questions about R / SAS/ SQL etc coding questions.,,,,[],Bank OZK,"Aug 28, 2019",InterviewQuestionResult_4397,Credit Data Analyst,
" Build a text wrapper. For example, split a long sentence by some character limit only at spaces. ",1,1,,['It involved a bit of state tracking where I found the nearest space lower than previous space + char_limit. Deceptively hard question.'],Uber,"Aug 27, 2019",InterviewQuestionResult_2571,Data Scientist,
What tools do you use?,,,,[],Walk West,"Aug 27, 2019",InterviewQuestionResult_2572,Data Scientist,
Describe your related experience/current job responsibilities.,,,,[],Walk West,"Aug 27, 2019",InterviewQuestionResult_2573,Data Scientist,
How can you bring value to Walk West?,,,,[],Walk West,"Aug 27, 2019",InterviewQuestionResult_2574,Data Scientist,
Describe your leadership experience.,,,,[],Walk West,"Aug 27, 2019",InterviewQuestionResult_2575,Data Scientist,
What do you know about Fidelity?,,,,"['Fidelity is a financial investing firm with a plethora of various products and offerings, ranging from retirement accounts to insurance.']",Fidelity Investments,"Aug 27, 2019",InterviewQuestionResult_2576,Associate,
Are you willing to relocate?,,,,[],FDM Group,"Aug 27, 2019",InterviewQuestionResult_4389,Junior Data Analyst,
What skill set do you possess that will best help you with this job?,,,,[],Family Services Network of New York,"Aug 27, 2019",InterviewQuestionResult_4390,Data Analyst,
What are your skills?,,,,[],JLMI,"Aug 27, 2019",InterviewQuestionResult_4391,Data Analyst,
What do you think you can do at that position?,,,,[],Gray Matter Analytics,"Aug 27, 2019",InterviewQuestionResult_1107,Data Engineer,
Relevant to your project,,,,[],SynapseFI,"Aug 26, 2019",InterviewQuestionResult_221,Machine Learning Engineer,
Join two tables and compute a histogram of a certain variable.,,,,[],Mux,"Aug 26, 2019",InterviewQuestionResult_222,Machine Learning Engineer,
Describe one difficult experience in data analysis,,,,[],Columbia University,"Aug 26, 2019",InterviewQuestionResult_4385,Data Analyst,
What did you look for in a company?,,,,"['subjective, looking for culture fit']",Inmar,"Aug 26, 2019",InterviewQuestionResult_4386,Data Analyst,
" You're given a new data set, how do you evaluate it for data quality? What variables do you think would be most important to check? What type of analysis would you do to measure *variable* against *variable*? What does the p-value indicate if significant?",1,1,,[],Flatiron Health,"Aug 26, 2019",InterviewQuestionResult_4387,Quantitative Data Analyst,
Some projects experience that you use Tableau or other data visualization experience.,,,,[],Haiti Now,"Aug 26, 2019",InterviewQuestionResult_4388,Data Analyst/Survey Design,
" Most of the questions in the other review were the same for me. Some other questions were, what if the higher management is against the data approach or something like that, which basically meant some people in the company don`t belive in data science and how do you convince them. My answer was better communication and listening to their reasons and explaining mine and finding common ground. Then there were some strange questions such as what if your work means some people will lose their job, what would you do about that? I said I`ll try to train those folks to get new skills and keep the around and use their expirience in something else. I really didn't want to say this is the reality of automation and it is what it is! There was maybe one or two more of this type! So overall, be mentally ready to get strange questions like this. ",,,,[],State Farm,"Aug 25, 2019",InterviewQuestionResult_2568,Data Scientist,
" Given proprietary data on mental health assessments linked to specific providers, how would you track and predict provider performance.",,,,[],Spring Health,"Aug 25, 2019",InterviewQuestionResult_2569,Data Scientist,
Background question and standard technical question of a data science interview.,,,,[],GEICO,"Aug 25, 2019",InterviewQuestionResult_2570,Data Scientist,
Why choose Ordermark?,,,,[],Ordermark,"Aug 24, 2019",InterviewQuestionResult_4383,Associate Data Analyst,
Tell me about your background,,,,[],Ordermark,"Aug 24, 2019",InterviewQuestionResult_4384,Associate Data Analyst,
Case Study,,,,['Given a data set via excel and expected to put together 20-25 minute PowerPoint presentation to discuss insights and conclusions'],E*TRADE Financial,"Aug 23, 2019",InterviewQuestionResult_4377,Lead Data Analyst,
What kind of salary are you expecting?,,,,['Top of salary range for Lead Data Analyst was $120k base salary'],E*TRADE Financial,"Aug 23, 2019",InterviewQuestionResult_4378,Lead Data Analyst,
What was for most/least favorite job you have had and why?,,,,[],Direct ChassisLink,"Aug 23, 2019",InterviewQuestionResult_4379,Data Analyst,
Do you think you're the smartest person in a room?,,,,[],Direct ChassisLink,"Aug 23, 2019",InterviewQuestionResult_4380,Data Analyst,
" If I asked you to do ABCD list of things and have them ready in an hr, but you realize that if you did them in a different order you could have it done in 45 min, which would you do?",,,,[],Direct ChassisLink,"Aug 23, 2019",InterviewQuestionResult_4381,Data Analyst,
Provide an example of how you would approach a data clean up project? What's the difference between right and left join? How do you assess quality of data?,,,,[],Blue Skies,"Aug 23, 2019",InterviewQuestionResult_4382,"Consultant, Data Analyst",
Aggregate query,,,,[],Square,"Aug 23, 2019",InterviewQuestionResult_599,Product Analyst,
Right join query,,,,[],Square,"Aug 23, 2019",InterviewQuestionResult_600,Product Analyst,
Find top records with certain filters given two tables,,,,[],Square,"Aug 23, 2019",InterviewQuestionResult_601,Product Analyst,
" What is your experience level with SAS, Python and R?",,,,[],Milliman,"Aug 22, 2019",InterviewQuestionResult_2566,Data Scientist,
A simple t-test problem with coin toss.,,,,[],VIA,"Aug 22, 2019",InterviewQuestionResult_2567,Data Scientist,
What do you know about semiconductors?,,,,[],Applied Materials,"Aug 22, 2019",InterviewQuestionResult_4375,Data Analyst,
How do you find this position?,,,,[],Simpson Strong-Tie,"Aug 22, 2019",InterviewQuestionResult_4376,"Data Analyst, Inventory",
Why I have this and that certification?,,,,[],Baker Hughes,"Aug 22, 2019",InterviewQuestionResult_1106,Real Time Data & Applications Engineer,
,,,,,,,,,
" Assume you have a square grid of known size and each spot in a grid as a number of some real value. If you start at the top left corner and can only go down or right, what it the maximum number you can obtain once you reach the bottom left? ",1,1,,"['Use recursion for this problem. Something like the below will work. def max_grid(row_value, col_value, value): if end_of_grid: return value left_move = max_grid(row_value, col_value + 1, value) down_move = max_grid(row_value + 1, col_value, value) return max(left_move + value, down_move + value)']",Robinhood,"Aug 21, 2019",InterviewQuestionResult_2558,Data Scientist,
Question on mixed marketing spending about a billboard. Basically how could you figure out that spending on a billboard was working with multiple other variables at play.,,,,[],Robinhood,"Aug 21, 2019",InterviewQuestionResult_2559,Data Scientist,
Random questions on machine learning.,,,,[],Robinhood,"Aug 21, 2019",InterviewQuestionResult_2561,Data Scientist,
Q5: case interviews about how to do A/B testing (from scratch to deployment) and interpret result,,,,[],Grubhub,"Aug 21, 2019",InterviewQuestionResult_2562,Data Scientist,
Q4: can you use Spark/rate your level of familiarity of Spark and Python,,,,[],Grubhub,"Aug 21, 2019",InterviewQuestionResult_2563,Data Scientist,
" Q3: ask exactly what you do for each project, which can be very detailed, even it it may not be your major project. For example, I was asked which metric I used for a model and relevant parameters and why.",,,,[],Grubhub,"Aug 21, 2019",InterviewQuestionResult_2564,Data Scientist,
Q2: tell me about a project you are most proud of,,,,[],Grubhub,"Aug 21, 2019",InterviewQuestionResult_2565,Data Scientist,
" We went over a few technical questions (the three sum problem, etc) as well as design questions (with data like this, how would you structure it, stuff like that). The interviewers were knowledgeable and provided good explanations and hints when needed.",1,1,,[],Fathom Health,"Aug 21, 2019",InterviewQuestionResult_220,Machine Learning Engineer,
How does a VLOOKUP function work in excel?,,,,[],Prudential,"Aug 21, 2019",InterviewQuestionResult_4372,Business Systems and Data Analyst,
SQL theory questions,,,,[],Prudential,"Aug 21, 2019",InterviewQuestionResult_4373,Business Systems and Data Analyst,
Tell what you know about Compass?,,,,[],Compass,"Aug 21, 2019",InterviewQuestionResult_4374,Data Analyst,
What made you apply for this position? Why do you want to work at BMS,,,,[],Bankruptcy Management Solutions,"Aug 21, 2019",InterviewQuestionResult_598,Business Systems Analyst (Product Owner II),
" Asked about familiarity with certain technologies (i.e; Docker, Spark, etc.), tested for proficiency in Python, and walk through a data pipeline.",,,,[],Syapse,"Aug 21, 2019",InterviewQuestionResult_1104,Data Validation Engineer,
Are you fine with relocating to Long Beach?,,,,[],Laserfiche,"Aug 21, 2019",InterviewQuestionResult_1105,Data Engineer,
What is your past experience with SQL?,,,,['I took a RDMS course in school where we did classroom stuff with SQL for 3 weeks(ish)'],Centene,"Aug 20, 2019",InterviewQuestionResult_4371,Data Analyst,
He would ask you some questions about SQL and case study for analysis. How would you think to approach it step by step?,,,,[],Liquidnet,"Aug 19, 2019",InterviewQuestionResult_2555,Data Scientist,
" Q: Tell me about your experience. Q: Talk about an NLP problem you worked on. Q: How do you provide negative feedback to a teammate? Q: Talk about a project you worked on. Q: Which do you focus on, precision or recall?",,,,[],Thorn,"Aug 19, 2019",InterviewQuestionResult_2556,Data Scientist,
Why do you want to work at CarGurus?,,,,[],CarGurus,"Aug 19, 2019",InterviewQuestionResult_4366,Data Analyst,
Tell us more about your experience with data analysis.,,,,[],Crossix Solutions Inc.,"Aug 19, 2019",InterviewQuestionResult_4367,Marketing Data Analyst,
Where do you see yourself in ten years?,,,,['Owning a biotech company.'],Myriad Genetics,"Aug 19, 2019",InterviewQuestionResult_4368,Genetic Data Analyst I,
Routine behavioral questions: what is the thing that motivates you to start your day?,,,,[],Rent-A-Center,"Aug 19, 2019",InterviewQuestionResult_4369,Business Data Analyst,
Run of a mill questions,,,,[],Intuit,"Aug 19, 2019",InterviewQuestionResult_4370,Staff Business Data Analyst,
Are you familiar with data warehouse schema design?,,,,"['Yes, with an explanation of star &amp; snowflake schema, what the pros &amp; cons might be.']",Clearcover Insurance Agency,"Aug 19, 2019",InterviewQuestionResult_596,Product Analyst,
Why don't you ask me your questions?,,,,"['This question led the interview with the hiring manager, in contrast to normal expectations.']",Clearcover Insurance Agency,"Aug 19, 2019",InterviewQuestionResult_597,Product Analyst,
Solve a complex SQL problem. Python coding questions. Questions about the anatomy of a SQL query. Question about regular expressions.,,,,[],Qbiz,"Aug 19, 2019",InterviewQuestionResult_1103,Data Engineer,
" General python algorithm coding questions, general machine learning question regarding sampling, fitting, case study, etc ",,,,[],Esurance,"Aug 18, 2019",InterviewQuestionResult_2553,Data Scientist,
What is KNN?,,,,[],SECURUS Technologies,"Aug 18, 2019",InterviewQuestionResult_2554,Data Scientist,
invert the given arrays in 5 min,,,,[],BrainCo,"Aug 18, 2019",InterviewQuestionResult_4365,Data Analyst,
A very basic data structure whiteboard coding problem,,,,[],Arcadia.io,"Aug 18, 2019",InterviewQuestionResult_1100,"Software Engineer, Big Data Platform",
" Asked about my background, work experience and projects",,,,[],Arcadia.io,"Aug 18, 2019",InterviewQuestionResult_1101,"Software Engineer, Big Data Platform",
" 1. Given two one-to-many relation Sql tables , find unique records in the child table given certain constrains 2. given number N write function in python for returning fibonacci sequence using two approaches - recursion approach, linear approach",,,,[],FOX Broadcasting,"Aug 18, 2019",InterviewQuestionResult_1102,Data Engineer,
Q1: what is your career goal? and how do you explain you past career moves and why grubhub,,,,[''],Grubhub,"Aug 17, 2019",InterviewQuestionResult_2552,Data Scientist,
" A case question was asked about a refrigerator company. ""How would you get profits to the company in terms of repair time""",,,,['Explain your approach in steps with a business perspective in mind'],Asurion,"Aug 17, 2019",InterviewQuestionResult_4363,Business Data Analyst,
" What are your failures, and how have you learned from them?",,,,[],Apple,"Aug 17, 2019",InterviewQuestionResult_4364,Data Analyst,
" 1) Questions on the data set they gave on the spot. Need to understand the fraud data set, join a few tables, and see what would be the selection criteria for the fraud. 2) Apply a simple time series model to the home test. 3) A bunch of behavioral questions - you most challenging project, etc.",1,1,,[],Brex,"Aug 16, 2019",InterviewQuestionResult_2546,Data Scientist,
" Imagine you run a pizza franchise, and you run into a problem with a lot of no-shows after the place their order. What features would you include in a model to try to predict a no-show?",1,1,,"['I just did a lot of thinking out loud and asking questions to clarify the situation, and they gave a lot of simplifications and hints to guide me.']",C.H. Robinson,"Aug 16, 2019",InterviewQuestionResult_2547,Data Scientist,
Why should we hire you?,,,,[],General Mills,"Aug 16, 2019",InterviewQuestionResult_2548,Global Consumer Insights Data Scientist,
Tell me about a time where you had a difficulty in a collaboration.,,,,[],General Mills,"Aug 16, 2019",InterviewQuestionResult_2549,Global Consumer Insights Data Scientist,
Tell me about a time where you did the right thing where doing the wrong thing would have been easier.,,,,[],General Mills,"Aug 16, 2019",InterviewQuestionResult_2550,Global Consumer Insights Data Scientist,
What made you interested in working at General Mills?,,,,[],General Mills,"Aug 16, 2019",InterviewQuestionResult_2551,Global Consumer Insights Data Scientist,
Why this role? What are your short to long term goals? And more conversational questions.,,,,['I wanted to work with more numbers.'],Digitas,"Aug 16, 2019",InterviewQuestionResult_4359,Data Analyst,
First interview: What's the probability that 4 different people have 3 different birthdays? Second interview: What's the expected value of buying a ticket from the box office versus a scalper? Third interview: Profitability for a coffee shop is down. Explain the steps you would take to determine the cause.,1,1,,[],DraftKings,"Aug 16, 2019",InterviewQuestionResult_4360,"Business Data Analyst, Retail",
Tell me about the economy,,,,[],SunTrust,"Aug 16, 2019",InterviewQuestionResult_4361,Data Analyst,
Why you want to work for the Aspen Institute.,,,,[],Aspen Institute,"Aug 16, 2019",InterviewQuestionResult_4362,Financial Data Analyst,
live data challenge,,,,[],Scoop Technologies,"Aug 15, 2019",InterviewQuestionResult_2545,Senior Data Scientist,
How to realize machine learning algorithm.,,,,[],Exabeam,"Aug 15, 2019",InterviewQuestionResult_219,Machine Learning Engineer,
Describe how you analyze the data,,,,[],Ogilvy,"Aug 15, 2019",InterviewQuestionResult_4358,Social Data Analyst,
1) Hive related questions 2) logical questions 3) spark related questions (basic),,,,[],Mphasis,"Aug 15, 2019",InterviewQuestionResult_1099,Big Data Engineer,
" One hour lunch, one hour presentation of technical challenge (grilling on technical detail), one hour with manager (trying to assess culture-fit), one hour with tech lead (mostly describing projects that I've worked on). ",,,,"['When asked ""why GEICO"", perhaps I should have feigned more of an interest in car insurance. As it was, I talked about their technical problems and how they appealed to me.']",GEICO,"Aug 14, 2019",InterviewQuestionResult_2544,Data Scientist,
Two team members sat in with me and gave me a brief overview of a couple of day-to-day activities they are involved with. Ask for my thoughts and potential improvements.,,,,['Honest feedback on how manual of a process some of the tasks appeared to be. I touched on how similar the tasks shown were to a couple of tasks I was tied to in a previous role and how we improved them.'],Numerator,"Aug 14, 2019",InterviewQuestionResult_4353,Data Analyst,
How did you handle a difficult team member in the past?,,,,['How would merge 2 data sets?'],Sherwin-Williams,"Aug 14, 2019",InterviewQuestionResult_4354,Data Analyst,
Take Home SQL challenge. They send you a link to something like hacker rank. It was connected to data so you do get to examine the output of queries. They ask about: - Finding problems with the data - Finding the most used browser/platform type - Some attribution stuff around what type of notification is more effective for what type of platform,1,1,,[],Slack,"Aug 14, 2019",InterviewQuestionResult_4355,Data Analyst,
Still on skills test. SQL assessment.,,,,[],PCS Global Tech,"Aug 14, 2019",InterviewQuestionResult_4356,Data Analyst,
Describe your role within the team and collaboration skills?,,,,[],Nordstrom,"Aug 14, 2019",InterviewQuestionResult_4357,Business Data Analyst,
" classification vs regression metrics for evaluation how to handle missing, corrupt data segmentation Objective/loss function definitions how do you imagine an ML system, broadcasting in numpy ?",1,,,"['# KNN implementation # Input data.shape = (1000,10) labels = (1000) Observation = (1,10) K = 5 (1,0,0,1,0,0,1,0,0,0) (1,0,0,0.5,0,0,1,0,0,0) # sqrt((x1-xo1)^2) + (x2-xo2)^2) #for each i, i is in range(0,10) #remove def something_to(): dist = srqt(((data-data_point)*(data-data_point)).sum(axis=1)) Sorted_distances = dist.sort() Top_k = sorted_distances[:k]']",Google,"Aug 13, 2019",InterviewQuestionResult_2542,Data Scientist Google AI Hub,
Describe the PCA algorithm,,,,['orthogonal transformations substract the mean calculate the covariance matrix minimize the covariance'],Google,"Aug 13, 2019",InterviewQuestionResult_2543,Data Scientist Google AI Hub,
What are your strengths,,,,[],Kingland,"Aug 13, 2019",InterviewQuestionResult_4351,Research Data Analyst,
What do you do for fun?,,,,['Hang out with friends.'],Businessolver,"Aug 13, 2019",InterviewQuestionResult_4352,Data Integration Analyst,
What are the limitations of your project?,,,,[],Acumen,"Aug 12, 2019",InterviewQuestionResult_4346,Data and Policy Analyst - Statistical Programmer,
Why did you choose to use that model for your project instead of other models?,,,,[],Acumen,"Aug 12, 2019",InterviewQuestionResult_4347,Data and Policy Analyst - Statistical Programmer,
How was your teamwork experience? What would you do if people in your team have different opinions?,,,,[],Acumen,"Aug 12, 2019",InterviewQuestionResult_4348,Data and Policy Analyst - Statistical Programmer,
Why do you think you would be good at this job?,,,,[],Prospect Medical Holdings,"Aug 12, 2019",InterviewQuestionResult_4349,Data Analyst,
What are your strong skills.,,,,[],Solutionreach,"Aug 12, 2019",InterviewQuestionResult_4350,Data Analyst,
JSON data structure manipulation,,,,[],Quest Analytics,"Aug 12, 2019",InterviewQuestionResult_1095,Data Engineer,
SQL join logic,,,,[],Quest Analytics,"Aug 12, 2019",InterviewQuestionResult_1096,Data Engineer,
Do you have experience working with a code base that is maintained by others?,,,,[],Quest Analytics,"Aug 12, 2019",InterviewQuestionResult_1097,Data Engineer,
How do you set and communicate deadlines? What about deadline slippage?,,,,[],Quest Analytics,"Aug 12, 2019",InterviewQuestionResult_1098,Data Engineer,
Previous experience,,,,[],Quid,"Aug 11, 2019",InterviewQuestionResult_2540,Data Scientist,
" 1- 3 to 4 SQL question from the employee department with join, and conditional selecting 2- Stat question(OLS, assumptions, t-test, F-test in OLS? Are they both necessary or redunt? what metrics can you use, R squared and probability, what are the problems with R2? How does maximum likelihood relate to ols? Under what condition they are the same? If it possible by adding a feature r2 to decreased? 3- Machine learning: logistic regression vs linear regression, what is decision tree, how does it select feature? How does it decide to which feature to select? random forest what is the 2 element of randomness? What is the kernel trick in SVM? 4- Given a list and a target value, how to find the 2 element that the sum of them is equal to target? Space and time complexity? How to improve it? How the dictionary works? ",1,,,[],Facebook,"Aug 11, 2019",InterviewQuestionResult_2541,Data Scientist,
" Statistics, Machine Learning, Data Engineering",,,,['Know Data Science basics. Be creative and analytical.'],Incedo,"Aug 10, 2019",InterviewQuestionResult_2538,Data Scientist,
Simple question about the past project experience in Shiny and d3.js,,,,[],Roche,"Aug 10, 2019",InterviewQuestionResult_2539,Data Scientist,
Describe your background? Go through your resume.,,,,[],Honda R & D Americas,"Aug 10, 2019",InterviewQuestionResult_4344,Data Analyst,
" Technical SQL questions, general ""tell me about your experience"" questions.",,,,[],Aduro,"Aug 10, 2019",InterviewQuestionResult_4345,Junior Data Analyst,
What does the company do? Where do you see yourself in 2 years?,,,,"['Mention about working for them, gaining more experience and responsibility, etc. They burn through people like no tomorrow. Mention their education (granite university) as a way to grow and learn more skills']",Granite Telecommunications,"Aug 10, 2019",InterviewQuestionResult_595,Product Pricing Analyst,
Q— how can we increase our understanding of user engagement,,,,[],Twitter,"Aug 9, 2019",InterviewQuestionResult_2534,Data Scientist,
How would you calculate the cost of a missed shipment?,,,,[],Convoy,"Aug 9, 2019",InterviewQuestionResult_2535,Senior Data Scientist,
What’s the most successful model you’ve ever built and implemented?,,,,[],Convoy,"Aug 9, 2019",InterviewQuestionResult_2536,Senior Data Scientist,
Tell me something you regret about a past job experience?,,,,[],Convoy,"Aug 9, 2019",InterviewQuestionResult_2537,Senior Data Scientist,
what aspires u to be data analyst?,,,,[],Booking.com,"Aug 9, 2019",InterviewQuestionResult_4340,Data Analyst,
Interviewer gave a sample dataset with three different tables and asked thought process on how I would go about analyzing the information and what I would look for.,,,,[],athenahealth,"Aug 9, 2019",InterviewQuestionResult_4341,Data Analyst,
Experience with R,,,,[],Niagara Bottling,"Aug 9, 2019",InterviewQuestionResult_4342,Regional Manufacturing Data Analyst,
Tell me your strengths and weaknesses?,,,,[],University of Rochester,"Aug 9, 2019",InterviewQuestionResult_4343,Data Analyst,
" ""Have you like, won anything?"" ""But what have you won?"" ""Tell me about your interview process""",,,,['I walked out'],Guidehouse,"Aug 8, 2019",InterviewQuestionResult_2533,Data Scientist,
Miscommunication within the company has given me hopes and which leads to disappoinment. Try to impress HR not to any senior designed person because HR rules all even after your acceptance to offer.,,,,[],Enfusion,"Aug 8, 2019",InterviewQuestionResult_4330,Senior Data Analyst,
Are you prepared to transition from a more structured role into a startup environment?,,,,[],SonderMind,"Aug 8, 2019",InterviewQuestionResult_4331,Data Analyst,
What are you most proud of accomplishing during (previous role)?,,,,[],SonderMind,"Aug 8, 2019",InterviewQuestionResult_4332,Data Analyst,
" They asked typical personality questions, such as: how you coped with a stressful situation, what you did when you realized a co-worker was doing something incorrectly, what you would do if you were unsure about a task someone gave you, etc.",,,,[],Label Insight,"Aug 8, 2019",InterviewQuestionResult_4333,Junior Data Quality Analyst,
Talk us through your data analyst experience,,,,[],Office of the Mayor Philadelphia,"Aug 8, 2019",InterviewQuestionResult_4334,Data Analyst,
What responsibilities did you have in your most recent job?,,,,[],Zūm,"Aug 8, 2019",InterviewQuestionResult_4335,Data Analyst,
" For you project, could you please tell me what challenges did you meet and how did you overcome it?",,,,[],IntelyCare,"Aug 8, 2019",InterviewQuestionResult_4336,Data Analyst,
" Technical: Sql, python, R, etc",,,,[],Brooksource,"Aug 8, 2019",InterviewQuestionResult_4337,Data Analyst,
About me.,,,,[],Brooksource,"Aug 8, 2019",InterviewQuestionResult_4338,Data Analyst,
What makes you a good fit at Live Good?,,,,[],Live Good,"Aug 8, 2019",InterviewQuestionResult_4339,Data Analyst and Accounting,
1. Strength and weakness 2. Your biggest accomplishment? 3. What gives you satisfaction at the end of the day? (Brain teasers and your background),,,,,Modine Manufacturing,43684,InterviewQuestionResult_4328,Business Data Analyst,
SQL related knowledge,,,,,PCS Global Tech,43684,InterviewQuestionResult_4329,Data Analyst,
What is one of your weaknesses,,,,,Paycom,43684,InterviewQuestionResult_594,Product Analyst,
Tell us about your resume. Can you walk us through?,,,,,Jane.com,43684,InterviewQuestionResult_1093,Data Engineer,
Do you have people management experience?,,,,,Jane.com,43684,InterviewQuestionResult_1094,Data Engineer,
They asked about background and experience. Nothing anybody asked was out of the ordinary.,,,,,Blue Cross of Idaho,43683,InterviewQuestionResult_4325,Health Data Analyst,
Proficiency with SQL,,,,,Anthem,43683,InterviewQuestionResult_4326,Data Analyst,
How did you construct your model?,,,,,Safe Auto,43683,InterviewQuestionResult_593,Product Analyst,
Would you rather be late and perfect or on time and just okay?,,,,,RLI,43683,InterviewQuestionResult_1092,Data Engineer,
How would you build a tool/model that could identify plagiarism,1,,,,Excella,43682,InterviewQuestionResult_2530,Data Scientist,
Tell me about the project that you're most proud of,,,,,Excella,43682,InterviewQuestionResult_2531,Data Scientist,
What's the difference between Random Forest and GBDT?,1,,,,Excella,43682,InterviewQuestionResult_2532,Data Scientist,
How was your approach to the technical assessment unique? What are the different methods you considered to complete the challenge and why did you choose the one you chose?,,,,,Capital One,43682,InterviewQuestionResult_4321,Senior Data Analyst,
About prior experience,,,,,General Dynamics Information Technology,43682,InterviewQuestionResult_4322,Data Analyst,
General questions related to experience,,,,,Particle Measuring Systems,43682,InterviewQuestionResult_4323,BI Data Analyst,
Do you read any digital marketing blogs?,,,,,Motivated Marketing,43682,InterviewQuestionResult_4324,Junior Data Analyst,
Tell me about the previous working experience,,,,,Jafra,43681,InterviewQuestionResult_4320,Data Analyst,
How did you deal with conflict?,,,,,Eurofins Scientific,43680,InterviewQuestionResult_2527,Data Scientist,
1) Favourite tools and techniques for data processing; 2) Example csv to process with pandas; 3) Sale csv example to apply a series of statistical model for consumer valuation.,,,,,Klaviyo,43680,InterviewQuestionResult_2528,Junior Data Scientist,
Tell me about a recent project .,,,,,Oracle,43680,InterviewQuestionResult_2529,Data Scientist,
" Background, experience",,,,,Comcast,43679,InterviewQuestionResult_2526,Senior Data Scientist,
" Why are you transitioning from physics to data science? I was asked various data science questions, e.g. discuss K-means or random forest, etc. I was asked detailed questions about my presentation, e.g. I had slides with formulas and some interviewers were interested in the fundamental assumptions with this particular approach, etc. No coding or white-boarding.",,,,,Johns Hopkins University Applied Physics Laboratory,43678,InterviewQuestionResult_2522,Data Scientist,
Experiences of ML,,,,,Booz Allen Hamilton,43678,InterviewQuestionResult_2523,Data Scientist,
What time are you available for a phone call?,,,,,Servpro Industries,43678,InterviewQuestionResult_2524,Data Scientist,
Describe recent ML project.,,,,,Entefy,43678,InterviewQuestionResult_2525,Data Scientist,
Why do I want to join Nuro?,,,,,Nuro,43678,InterviewQuestionResult_218,Machine Learning Engineer,
What makes you a good fit for this position?,,,,,H Mart Convenience Store,43678,InterviewQuestionResult_4319,Data Analyst,
How do you know about what data scientists really are.,,,,,Verra Mobility,43677,InterviewQuestionResult_2518,Data Scientist,
Q: What is the Probability of a 3-sided die?,,,,,Verra Mobility,43677,InterviewQuestionResult_2519,Data Scientist,
Are you a US citizen,,,,,Accenture,43677,InterviewQuestionResult_2520,Data Scientist,
ask questions about your own research,,,,,Principal Financial Group,43677,InterviewQuestionResult_2521,Data and Operation Research Scientist,
Past experience,,,,,ResMed,43677,InterviewQuestionResult_592,Systems Analyst/Product Owner,
" The interview was more like a conversation which was appreciated. You of course go over your background and touch on topics that are relevant to your experience and the role. Very pleasant experience. The staff was friendly, courteous and accommodating.",,,,,Boundless,43677,InterviewQuestionResult_1091,Data Analytics Engineer,
Detail about your resume and question about the models you used for your case study.,,,,,Red Hat,43676,InterviewQuestionResult_2516,Data Scientist,
Tell me about yourself. What do you know about the company.,,,,,C3.ai,43676,InterviewQuestionResult_2517,Data Scientist,
" Given these tables, how would you create a SQL view? ",,,,,Engage3,43676,InterviewQuestionResult_589,Product Analyst,
Describe an in depth analysis you've completed that you are particularly proud of.,,,,,Engage3,43676,InterviewQuestionResult_590,Product Analyst,
How do you feel about being compensated in start-up equity?,,,,,Engage3,43676,InterviewQuestionResult_591,Product Analyst,
" They asked about assumptions very specific to my case, be very well versed in the specifics of the case you bring to present in your interview. Other than that it was very typical data analytics and machine learning methods question, nothing that would be unfamiliar if you've done data science in the past.",,,,,Strata Decision Technology,43675,InterviewQuestionResult_2515,Data Scientist,
Do you know google analytics?,,,,,Arizona State University,43675,InterviewQuestionResult_4316,Data Analyst,
SQL Case questions,,,,,Affine Analytics,43675,InterviewQuestionResult_4317,Data Analyst,
